layer,kind,tensor,type,cols,rows,batch,calls,ms
0,q_proj,blk.0.attn_q.weight,Q4_0,4096,4096,32,4,89.381952
0,k_proj,blk.0.attn_k.weight,Q4_0,4096,4096,32,4,88.724095
0,v_proj,blk.0.attn_v.weight,Q4_0,4096,4096,32,4,88.490711
0,o_proj,blk.0.attn_output.weight,Q4_0,4096,4096,32,4,88.833237
0,ffn_gate,blk.0.ffn_gate.weight,Q4_0,4096,11008,32,4,238.585521
0,ffn_up,blk.0.ffn_up.weight,Q4_0,4096,11008,32,4,236.191189
0,ffn_down,blk.0.ffn_down.weight,Q4_0,11008,4096,32,4,255.534365
1,q_proj,blk.1.attn_q.weight,Q4_0,4096,4096,32,4,89.191663
1,k_proj,blk.1.attn_k.weight,Q4_0,4096,4096,32,4,88.655878
1,v_proj,blk.1.attn_v.weight,Q4_0,4096,4096,32,4,88.369015
1,o_proj,blk.1.attn_output.weight,Q4_0,4096,4096,32,4,88.787437
1,ffn_gate,blk.1.ffn_gate.weight,Q4_0,4096,11008,32,4,238.324789
1,ffn_up,blk.1.ffn_up.weight,Q4_0,4096,11008,32,4,238.387894
1,ffn_down,blk.1.ffn_down.weight,Q4_0,11008,4096,32,4,252.429293
2,q_proj,blk.2.attn_q.weight,Q4_0,4096,4096,32,4,88.414645
2,k_proj,blk.2.attn_k.weight,Q4_0,4096,4096,32,4,88.818341
2,v_proj,blk.2.attn_v.weight,Q4_0,4096,4096,32,4,88.376126
2,o_proj,blk.2.attn_output.weight,Q4_0,4096,4096,32,4,90.522588
2,ffn_gate,blk.2.ffn_gate.weight,Q4_0,4096,11008,32,4,240.531939
2,ffn_up,blk.2.ffn_up.weight,Q4_0,4096,11008,32,4,237.328650
2,ffn_down,blk.2.ffn_down.weight,Q4_0,11008,4096,32,4,251.829895
3,q_proj,blk.3.attn_q.weight,Q4_0,4096,4096,32,4,89.287828
3,k_proj,blk.3.attn_k.weight,Q4_0,4096,4096,32,4,88.809909
3,v_proj,blk.3.attn_v.weight,Q4_0,4096,4096,32,4,88.431781
3,o_proj,blk.3.attn_output.weight,Q4_0,4096,4096,32,4,89.572978
3,ffn_gate,blk.3.ffn_gate.weight,Q4_0,4096,11008,32,4,238.751770
3,ffn_up,blk.3.ffn_up.weight,Q4_0,4096,11008,32,4,238.739373
3,ffn_down,blk.3.ffn_down.weight,Q4_0,11008,4096,32,4,253.499145
4,q_proj,blk.4.attn_q.weight,Q4_0,4096,4096,32,4,88.054051
4,k_proj,blk.4.attn_k.weight,Q4_0,4096,4096,32,4,88.733905
4,v_proj,blk.4.attn_v.weight,Q4_0,4096,4096,32,4,88.348905
4,o_proj,blk.4.attn_output.weight,Q4_0,4096,4096,32,4,88.890710
4,ffn_gate,blk.4.ffn_gate.weight,Q4_0,4096,11008,32,4,237.210603
4,ffn_up,blk.4.ffn_up.weight,Q4_0,4096,11008,32,4,237.784296
4,ffn_down,blk.4.ffn_down.weight,Q4_0,11008,4096,32,4,252.964693
5,q_proj,blk.5.attn_q.weight,Q4_0,4096,4096,32,4,89.683202
5,k_proj,blk.5.attn_k.weight,Q4_0,4096,4096,32,4,89.088609
5,v_proj,blk.5.attn_v.weight,Q4_0,4096,4096,32,4,88.583639
5,o_proj,blk.5.attn_output.weight,Q4_0,4096,4096,32,4,90.207402
5,ffn_gate,blk.5.ffn_gate.weight,Q4_0,4096,11008,32,4,238.486644
5,ffn_up,blk.5.ffn_up.weight,Q4_0,4096,11008,32,4,237.973361
5,ffn_down,blk.5.ffn_down.weight,Q4_0,11008,4096,32,4,249.611517
6,q_proj,blk.6.attn_q.weight,Q4_0,4096,4096,32,4,88.712353
6,k_proj,blk.6.attn_k.weight,Q4_0,4096,4096,32,4,88.504068
6,v_proj,blk.6.attn_v.weight,Q4_0,4096,4096,32,4,88.681987
6,o_proj,blk.6.attn_output.weight,Q4_0,4096,4096,32,4,90.252398
6,ffn_gate,blk.6.ffn_gate.weight,Q4_0,4096,11008,32,4,238.413633
6,ffn_up,blk.6.ffn_up.weight,Q4_0,4096,11008,32,4,236.568698
6,ffn_down,blk.6.ffn_down.weight,Q4_0,11008,4096,32,4,252.616950
7,q_proj,blk.7.attn_q.weight,Q4_0,4096,4096,32,4,89.941772
7,k_proj,blk.7.attn_k.weight,Q4_0,4096,4096,32,4,88.742728
7,v_proj,blk.7.attn_v.weight,Q4_0,4096,4096,32,4,89.151934
7,o_proj,blk.7.attn_output.weight,Q4_0,4096,4096,32,4,89.263072
7,ffn_gate,blk.7.ffn_gate.weight,Q4_0,4096,11008,32,4,240.865101
7,ffn_up,blk.7.ffn_up.weight,Q4_0,4096,11008,32,4,237.824046
7,ffn_down,blk.7.ffn_down.weight,Q4_0,11008,4096,32,4,255.873108
8,q_proj,blk.8.attn_q.weight,Q4_0,4096,4096,32,4,89.403271
8,k_proj,blk.8.attn_k.weight,Q4_0,4096,4096,32,4,88.688476
8,v_proj,blk.8.attn_v.weight,Q4_0,4096,4096,32,4,88.616749
8,o_proj,blk.8.attn_output.weight,Q4_0,4096,4096,32,4,90.714695
8,ffn_gate,blk.8.ffn_gate.weight,Q4_0,4096,11008,32,4,237.450554
8,ffn_up,blk.8.ffn_up.weight,Q4_0,4096,11008,32,4,237.675172
8,ffn_down,blk.8.ffn_down.weight,Q4_0,11008,4096,32,4,252.782647
9,q_proj,blk.9.attn_q.weight,Q4_0,4096,4096,32,4,88.781197
9,k_proj,blk.9.attn_k.weight,Q4_0,4096,4096,32,4,88.983902
9,v_proj,blk.9.attn_v.weight,Q4_0,4096,4096,32,4,89.507119
9,o_proj,blk.9.attn_output.weight,Q4_0,4096,4096,32,4,89.014257
9,ffn_gate,blk.9.ffn_gate.weight,Q4_0,4096,11008,32,4,238.776489
9,ffn_up,blk.9.ffn_up.weight,Q4_0,4096,11008,32,4,237.272237
9,ffn_down,blk.9.ffn_down.weight,Q4_0,11008,4096,32,4,254.189122
10,q_proj,blk.10.attn_q.weight,Q4_0,4096,4096,32,4,89.964136
