layer,kind,tensor,type,cols,rows,batch,calls,ms
0,q_proj,blk.0.attn_q.weight,Q4_0,4096,4096,32,4,351.889458
0,k_proj,blk.0.attn_k.weight,Q4_0,4096,4096,32,4,351.320910
0,v_proj,blk.0.attn_v.weight,Q4_0,4096,4096,32,4,351.201427
0,o_proj,blk.0.attn_output.weight,Q4_0,4096,4096,32,4,350.700407
0,ffn_gate,blk.0.ffn_gate.weight,Q4_0,4096,11008,32,4,937.656938
0,ffn_up,blk.0.ffn_up.weight,Q4_0,4096,11008,32,4,937.746162
0,ffn_down,blk.0.ffn_down.weight,Q4_0,11008,4096,32,4,943.652198
1,q_proj,blk.1.attn_q.weight,Q4_0,4096,4096,32,4,350.991679
1,k_proj,blk.1.attn_k.weight,Q4_0,4096,4096,32,4,350.842476
1,v_proj,blk.1.attn_v.weight,Q4_0,4096,4096,32,4,351.157093
1,o_proj,blk.1.attn_output.weight,Q4_0,4096,4096,32,4,350.498187
1,ffn_gate,blk.1.ffn_gate.weight,Q4_0,4096,11008,32,4,937.610942
1,ffn_up,blk.1.ffn_up.weight,Q4_0,4096,11008,32,4,937.368298
1,ffn_down,blk.1.ffn_down.weight,Q4_0,11008,4096,32,4,942.387078
2,q_proj,blk.2.attn_q.weight,Q4_0,4096,4096,32,4,350.546164
2,k_proj,blk.2.attn_k.weight,Q4_0,4096,4096,32,4,350.816254
2,v_proj,blk.2.attn_v.weight,Q4_0,4096,4096,32,4,350.794652
2,o_proj,blk.2.attn_output.weight,Q4_0,4096,4096,32,4,350.598674
2,ffn_gate,blk.2.ffn_gate.weight,Q4_0,4096,11008,32,4,937.688410
2,ffn_up,blk.2.ffn_up.weight,Q4_0,4096,11008,32,4,937.988191
2,ffn_down,blk.2.ffn_down.weight,Q4_0,11008,4096,32,4,942.652974
3,q_proj,blk.3.attn_q.weight,Q4_0,4096,4096,32,4,350.552235
3,k_proj,blk.3.attn_k.weight,Q4_0,4096,4096,32,4,350.952285
3,v_proj,blk.3.attn_v.weight,Q4_0,4096,4096,32,4,350.563790
3,o_proj,blk.3.attn_output.weight,Q4_0,4096,4096,32,4,351.072151
3,ffn_gate,blk.3.ffn_gate.weight,Q4_0,4096,11008,32,4,937.506155
3,ffn_up,blk.3.ffn_up.weight,Q4_0,4096,11008,32,4,937.924778
3,ffn_down,blk.3.ffn_down.weight,Q4_0,11008,4096,32,4,942.593293
4,q_proj,blk.4.attn_q.weight,Q4_0,4096,4096,32,4,350.583163
4,k_proj,blk.4.attn_k.weight,Q4_0,4096,4096,32,4,350.623722
4,v_proj,blk.4.attn_v.weight,Q4_0,4096,4096,32,4,350.741528
4,o_proj,blk.4.attn_output.weight,Q4_0,4096,4096,32,4,350.450374
4,ffn_gate,blk.4.ffn_gate.weight,Q4_0,4096,11008,32,4,937.603800
4,ffn_up,blk.4.ffn_up.weight,Q4_0,4096,11008,32,4,938.165978
4,ffn_down,blk.4.ffn_down.weight,Q4_0,11008,4096,32,4,942.706045
5,q_proj,blk.5.attn_q.weight,Q4_0,4096,4096,32,4,350.592924
5,k_proj,blk.5.attn_k.weight,Q4_0,4096,4096,32,4,350.624149
5,v_proj,blk.5.attn_v.weight,Q4_0,4096,4096,32,4,350.540615
5,o_proj,blk.5.attn_output.weight,Q4_0,4096,4096,32,4,350.759175
5,ffn_gate,blk.5.ffn_gate.weight,Q4_0,4096,11008,32,4,937.687983
5,ffn_up,blk.5.ffn_up.weight,Q4_0,4096,11008,32,4,937.799315
5,ffn_down,blk.5.ffn_down.weight,Q4_0,11008,4096,32,4,943.080401
6,q_proj,blk.6.attn_q.weight,Q4_0,4096,4096,32,4,350.872787
6,k_proj,blk.6.attn_k.weight,Q4_0,4096,4096,32,4,350.741373
6,v_proj,blk.6.attn_v.weight,Q4_0,4096,4096,32,4,350.589436
6,o_proj,blk.6.attn_output.weight,Q4_0,4096,4096,32,4,350.824701
6,ffn_gate,blk.6.ffn_gate.weight,Q4_0,4096,11008,32,4,937.792461
6,ffn_up,blk.6.ffn_up.weight,Q4_0,4096,11008,32,4,939.211990
6,ffn_down,blk.6.ffn_down.weight,Q4_0,11008,4096,32,4,942.756892
7,q_proj,blk.7.attn_q.weight,Q4_0,4096,4096,32,4,350.519347
7,k_proj,blk.7.attn_k.weight,Q4_0,4096,4096,32,4,350.664686
7,v_proj,blk.7.attn_v.weight,Q4_0,4096,4096,32,4,350.534300
7,o_proj,blk.7.attn_output.weight,Q4_0,4096,4096,32,4,350.740434
7,ffn_gate,blk.7.ffn_gate.weight,Q4_0,4096,11008,32,4,937.552663
7,ffn_up,blk.7.ffn_up.weight,Q4_0,4096,11008,32,4,937.715680
7,ffn_down,blk.7.ffn_down.weight,Q4_0,11008,4096,32,4,942.244314
8,q_proj,blk.8.attn_q.weight,Q4_0,4096,4096,32,4,350.782679
